task,id,type,slug,url,reason,result
"3_mesh",17402,"post","cooling-fault-detection-lusail","https://www.rukn-eltatawer.com/qa/cooling-fault-detection-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17401,"post","new-central-ac-installation-lusail","https://www.rukn-eltatawer.com/qa/new-central-ac-installation-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17400,"post","ac-duct-maintenance-lusail","https://www.rukn-eltatawer.com/qa/ac-duct-maintenance-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17399,"post","ac-relocation-installation-lusail","https://www.rukn-eltatawer.com/qa/ac-relocation-installation-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17398,"post","ac-cleaning-washing-lusail","https://www.rukn-eltatawer.com/qa/ac-cleaning-washing-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17397,"post","ac-freon-refill-lusail","https://www.rukn-eltatawer.com/qa/ac-freon-refill-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17396,"post","window-ac-installation-lusail","https://www.rukn-eltatawer.com/qa/window-ac-installation-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17395,"post","split-ac-installation-lusail","https://www.rukn-eltatawer.com/qa/split-ac-installation-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17394,"post","plumbing-fault-repair-lusail","https://www.rukn-eltatawer.com/qa/plumbing-fault-repair-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17393,"post","central-heater-installation-maintenance-lusail","https://www.rukn-eltatawer.com/qa/central-heater-installation-maintenance-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17392,"post","water-pump-maintenance-lusail","https://www.rukn-eltatawer.com/qa/water-pump-maintenance-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17391,"post","new-building-electrical-plumbing-lusail","https://www.rukn-eltatawer.com/qa/new-building-electrical-plumbing-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17390,"post","24h-emergency-electrician-lusail","https://www.rukn-eltatawer.com/qa/24h-emergency-electrician-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17389,"post","sanitary-fixtures-installation-lusail","https://www.rukn-eltatawer.com/qa/sanitary-fixtures-installation-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17388,"post","drainage-pipe-maintenance-lusail","https://www.rukn-eltatawer.com/qa/drainage-pipe-maintenance-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17387,"post","water-heater-installation-lusail","https://www.rukn-eltatawer.com/qa/water-heater-installation-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17386,"post","water-pipe-leak-detection-lusail","https://www.rukn-eltatawer.com/qa/water-pipe-leak-detection-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17385,"post","home-plumber-elec-lusail","https://www.rukn-eltatawer.com/qa/home-plumber-elec-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17384,"post","indoor-outdoor-lighting-installation-lusail","https://www.rukn-eltatawer.com/qa/indoor-outdoor-lighting-installation-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17383,"post","electrical-fault-detection-lusail","https://www.rukn-eltatawer.com/qa/electrical-fault-detection-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17382,"post","new-electrical-wiring-lusail","https://www.rukn-eltatawer.com/qa/new-electrical-wiring-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17381,"post","electric-panel-maintenance-lusail","https://www.rukn-eltatawer.com/qa/electric-panel-maintenance-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17380,"post","home-electrician-elec-lusail","https://www.rukn-eltatawer.com/qa/home-electrician-elec-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17379,"post","post-leak-repaint-maintenance-lusail","https://www.rukn-eltatawer.com/qa/post-leak-repaint-maintenance-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17378,"post","wood-doors-windows-painting-lusail","https://www.rukn-eltatawer.com/qa/wood-doors-windows-painting-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17377,"post","decorative-wall-effects-lusail","https://www.rukn-eltatawer.com/qa/decorative-wall-effects-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17376,"post","electric-spray-painting-lusail","https://www.rukn-eltatawer.com/qa/electric-spray-painting-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17375,"post","paint-removal-surface-prep-lusail","https://www.rukn-eltatawer.com/qa/paint-removal-surface-prep-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17374,"post","office-painting-lusail","https://www.rukn-eltatawer.com/qa/office-painting-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17373,"post","new-villa-finishing-painting-lusail","https://www.rukn-eltatawer.com/qa/new-villa-finishing-painting-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17372,"post","roof-insulation-painting-lusail","https://www.rukn-eltatawer.com/qa/roof-insulation-painting-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17371,"post","premium-paint-finishing-lusail","https://www.rukn-eltatawer.com/qa/premium-paint-finishing-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17370,"post","gypsum-board-decor-lusail","https://www.rukn-eltatawer.com/qa/gypsum-board-decor-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17369,"post","wallpaper-installation-lusail","https://www.rukn-eltatawer.com/qa/wallpaper-installation-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17368,"post","exterior-facade-painting-lusail","https://www.rukn-eltatawer.com/qa/exterior-facade-painting-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17367,"post","villa-painting-lusail","https://www.rukn-eltatawer.com/qa/villa-painting-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17366,"post","apartment-painting-lusail","https://www.rukn-eltatawer.com/qa/apartment-painting-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17365,"post","home-audio-tech-lusail","https://www.rukn-eltatawer.com/qa/home-audio-tech-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17364,"post","cctv-tech-lusail","https://www.rukn-eltatawer.com/qa/cctv-tech-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17363,"post","ac-tech-lusail","https://www.rukn-eltatawer.com/qa/ac-tech-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17362,"post","satellite-tech-lusail","https://www.rukn-eltatawer.com/qa/satellite-tech-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17361,"post","sat-dish-tech-lusail","https://www.rukn-eltatawer.com/qa/sat-dish-tech-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17360,"post","gypsum-tech-lusail","https://www.rukn-eltatawer.com/qa/gypsum-tech-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17359,"post","painter-lusail","https://www.rukn-eltatawer.com/qa/painter-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17358,"post","blacksmith-doors-windows-lusail","https://www.rukn-eltatawer.com/qa/blacksmith-doors-windows-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17357,"post","carpenter-lusail","https://www.rukn-eltatawer.com/qa/carpenter-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17356,"post","home-electrician-lusail","https://www.rukn-eltatawer.com/qa/home-electrician-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17355,"post","home-plumber-lusail","https://www.rukn-eltatawer.com/qa/home-plumber-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17354,"post","ozone-disinfection-lusail","https://www.rukn-eltatawer.com/qa/ozone-disinfection-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17353,"post","chlorine-disinfection-lusail","https://www.rukn-eltatawer.com/qa/chlorine-disinfection-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17352,"post","steam-disinfection-lusail","https://www.rukn-eltatawer.com/qa/steam-disinfection-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17351,"post","bird-sound-device-lusail","https://www.rukn-eltatawer.com/qa/bird-sound-device-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17350,"post","pigeon-spikes-installation-lusail","https://www.rukn-eltatawer.com/qa/pigeon-spikes-installation-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17349,"post","pigeon-net-installation-lusail","https://www.rukn-eltatawer.com/qa/pigeon-net-installation-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17348,"post","mosquito-fly-control-lusail","https://www.rukn-eltatawer.com/qa/mosquito-fly-control-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17347,"post","bird-control-lusail","https://www.rukn-eltatawer.com/qa/bird-control-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17346,"post","lizard-control-lusail","https://www.rukn-eltatawer.com/qa/lizard-control-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17345,"post","flea-control-lusail","https://www.rukn-eltatawer.com/qa/flea-control-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17344,"post","scorpion-control-lusail","https://www.rukn-eltatawer.com/qa/scorpion-control-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17343,"post","snake-control-lusail","https://www.rukn-eltatawer.com/qa/snake-control-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17342,"post","rodent-control-lusail","https://www.rukn-eltatawer.com/qa/rodent-control-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17341,"post","bed-bug-control-lusail","https://www.rukn-eltatawer.com/qa/bed-bug-control-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17340,"post","cockroach-control-lusail","https://www.rukn-eltatawer.com/qa/cockroach-control-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17339,"post","ant-control-lusail","https://www.rukn-eltatawer.com/qa/ant-control-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17338,"post","termite-control-lusail","https://www.rukn-eltatawer.com/qa/termite-control-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17337,"post","flying-pest-control-lusail","https://www.rukn-eltatawer.com/qa/flying-pest-control-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17336,"post","crawling-pest-control-lusail","https://www.rukn-eltatawer.com/qa/crawling-pest-control-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17335,"post","solar-ac-installation-lusail","https://www.rukn-eltatawer.com/qa/solar-ac-installation-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17334,"post","solar-water-heaters-lusail","https://www.rukn-eltatawer.com/qa/solar-water-heaters-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17333,"post","solar-systems-installation-lusail","https://www.rukn-eltatawer.com/qa/solar-systems-installation-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17332,"post","furniture-storage-lusail","https://www.rukn-eltatawer.com/qa/furniture-storage-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17331,"post","furniture-assembly-lusail","https://www.rukn-eltatawer.com/qa/furniture-assembly-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17330,"post","furniture-packaging-lusail","https://www.rukn-eltatawer.com/qa/furniture-packaging-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17329,"post","furniture-moving-packaging-lusail","https://www.rukn-eltatawer.com/qa/furniture-moving-packaging-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17328,"post","outdoor-moving-lusail","https://www.rukn-eltatawer.com/qa/outdoor-moving-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17327,"post","indoor-moving-lusail","https://www.rukn-eltatawer.com/qa/indoor-moving-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17326,"post","wall-fountain-lusail","https://www.rukn-eltatawer.com/qa/wall-fountain-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17325,"post","artificial-waterfall-lusail","https://www.rukn-eltatawer.com/qa/artificial-waterfall-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17324,"post","stone-pathway-lusail","https://www.rukn-eltatawer.com/qa/stone-pathway-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17323,"post","wooden-arbor-installation-lusail","https://www.rukn-eltatawer.com/qa/wooden-arbor-installation-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17322,"post","pergola-installation-lusail","https://www.rukn-eltatawer.com/qa/pergola-installation-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17321,"post","garden-seating-lusail","https://www.rukn-eltatawer.com/qa/garden-seating-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17320,"post","wall-grass-lusail","https://www.rukn-eltatawer.com/qa/wall-grass-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17319,"post","artificial-grass-grdn-lusail","https://www.rukn-eltatawer.com/qa/artificial-grass-grdn-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17318,"post","automatic-irrigation-lusail","https://www.rukn-eltatawer.com/qa/automatic-irrigation-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17317,"post","modern-irrigation-lusail","https://www.rukn-eltatawer.com/qa/modern-irrigation-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17316,"post","garden-cleaning-lusail","https://www.rukn-eltatawer.com/qa/garden-cleaning-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17315,"post","palm-tree-planting-lusail","https://www.rukn-eltatawer.com/qa/palm-tree-planting-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17314,"post","natural-grass-cutting-lusail","https://www.rukn-eltatawer.com/qa/natural-grass-cutting-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17313,"post","roof-garden-design-lusail","https://www.rukn-eltatawer.com/qa/roof-garden-design-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17312,"post","indoor-garden-design-lusail","https://www.rukn-eltatawer.com/qa/indoor-garden-design-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17311,"post","landscaping-lusail","https://www.rukn-eltatawer.com/qa/landscaping-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17310,"post","decor-design-lusail","https://www.rukn-eltatawer.com/qa/decor-design-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17309,"post","exterior-painting-lusail","https://www.rukn-eltatawer.com/qa/exterior-painting-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17308,"post","interior-painting-lusail","https://www.rukn-eltatawer.com/qa/interior-painting-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17307,"post","block-fences-lusail","https://www.rukn-eltatawer.com/qa/block-fences-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17306,"post","outdoor-majlis-lusail","https://www.rukn-eltatawer.com/qa/outdoor-majlis-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17305,"post","outdoor-kitchens-lusail","https://www.rukn-eltatawer.com/qa/outdoor-kitchens-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17304,"post","outdoor-bathrooms-lusail","https://www.rukn-eltatawer.com/qa/outdoor-bathrooms-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17303,"post","majlis-building-lusail","https://www.rukn-eltatawer.com/qa/majlis-building-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17302,"post","annex-building-lusail","https://www.rukn-eltatawer.com/qa/annex-building-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17301,"post","grass-wall-lusail","https://www.rukn-eltatawer.com/qa/grass-wall-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17300,"post","artificial-grass-lusail","https://www.rukn-eltatawer.com/qa/artificial-grass-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17299,"post","shades-sails-lusail","https://www.rukn-eltatawer.com/qa/shades-sails-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17298,"post","windows-installation-lusail","https://www.rukn-eltatawer.com/qa/windows-installation-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17297,"post","doors-installation-lusail","https://www.rukn-eltatawer.com/qa/doors-installation-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17296,"post","kitchen-installation-lusail","https://www.rukn-eltatawer.com/qa/kitchen-installation-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17295,"post","glass-alumetal-lusail","https://www.rukn-eltatawer.com/qa/glass-alumetal-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17294,"post","glass-aluminium-partitions-lusail","https://www.rukn-eltatawer.com/qa/glass-aluminium-partitions-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17293,"post","suspended-ceiling-lusail","https://www.rukn-eltatawer.com/qa/suspended-ceiling-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17292,"post","floor-carpeting-lusail","https://www.rukn-eltatawer.com/qa/floor-carpeting-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17291,"post","wallpaper-lusail","https://www.rukn-eltatawer.com/qa/wallpaper-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17290,"post","false-ceiling-lusail","https://www.rukn-eltatawer.com/qa/false-ceiling-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17289,"post","gypsum-board-lusail","https://www.rukn-eltatawer.com/qa/gypsum-board-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17288,"post","wall-foam-lusail","https://www.rukn-eltatawer.com/qa/wall-foam-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17287,"post","marble-granite-lusail","https://www.rukn-eltatawer.com/qa/marble-granite-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17286,"post","stone-lusail","https://www.rukn-eltatawer.com/qa/stone-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17285,"post","vinyl-flooring-lusail","https://www.rukn-eltatawer.com/qa/vinyl-flooring-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17284,"post","parquet-lusail","https://www.rukn-eltatawer.com/qa/parquet-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17283,"post","ceramic-porcelain-lusail","https://www.rukn-eltatawer.com/qa/ceramic-porcelain-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17282,"post","plastering-lusail","https://www.rukn-eltatawer.com/qa/plastering-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17281,"post","brickwork-lusail","https://www.rukn-eltatawer.com/qa/brickwork-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17280,"post","kerbstone-lusail","https://www.rukn-eltatawer.com/qa/kerbstone-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17279,"post","interlock-lusail","https://www.rukn-eltatawer.com/qa/interlock-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17278,"post","drain-unclogging-lusail","https://www.rukn-eltatawer.com/qa/drain-unclogging-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17277,"post","septic-tank-emptying-lusail","https://www.rukn-eltatawer.com/qa/septic-tank-emptying-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17276,"post","crack-repair-lusail","https://www.rukn-eltatawer.com/qa/crack-repair-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17275,"post","villa-inspection-lusail","https://www.rukn-eltatawer.com/qa/villa-inspection-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17274,"post","old-house-renovation-lusail","https://www.rukn-eltatawer.com/qa/old-house-renovation-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17273,"post","building-renovation-lusail","https://www.rukn-eltatawer.com/qa/building-renovation-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17272,"post","kitchen-renovation-lusail","https://www.rukn-eltatawer.com/qa/kitchen-renovation-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17271,"post","bathroom-renovation-lusail","https://www.rukn-eltatawer.com/qa/bathroom-renovation-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17270,"post","tank-lining-maintenance-lusail","https://www.rukn-eltatawer.com/qa/tank-lining-maintenance-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17269,"post","humidity-treatment-lusail","https://www.rukn-eltatawer.com/qa/humidity-treatment-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17268,"post","soundproofing-lusail","https://www.rukn-eltatawer.com/qa/soundproofing-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17267,"post","waterproofing-lusail","https://www.rukn-eltatawer.com/qa/waterproofing-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17266,"post","thermal-insulation-lusail","https://www.rukn-eltatawer.com/qa/thermal-insulation-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17265,"post","kitchen-insulation-lusail","https://www.rukn-eltatawer.com/qa/kitchen-insulation-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17264,"post","bathroom-insulation-lusail","https://www.rukn-eltatawer.com/qa/bathroom-insulation-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17263,"post","tank-insulation-lusail","https://www.rukn-eltatawer.com/qa/tank-insulation-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17262,"post","ac-leak-detection-lusail","https://www.rukn-eltatawer.com/qa/ac-leak-detection-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17261,"post","gas-leak-detection-lusail","https://www.rukn-eltatawer.com/qa/gas-leak-detection-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17260,"post","water-leak-detection-lusail","https://www.rukn-eltatawer.com/qa/water-leak-detection-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17259,"post","air-purification-lusail","https://www.rukn-eltatawer.com/qa/air-purification-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
"3_mesh",17258,"post","tank-water-chiller-lusail","https://www.rukn-eltatawer.com/qa/tank-water-chiller-lusail/","mesh 5 city-peers + 5 city-variants","dry-run"
